"Building.Name","Property.Type","Property_Size_in_sq_ft","Bedroom","Bathroom","Amount_of_Facilities","Parking_Lot","Land.Title","Tenure.Type","Price_in_RM"
"R&F Princess Cove","Service Residence",798,2,2,13,1,"Non Bumi Lot","Freehold",772090
"Maple Residences","Service Residence",2214,4,3,11,4,"Non Bumi Lot","Freehold",950000
"The Gardens (Penampang)","Condominium",982,3,2,10,2,"Non Bumi Lot","Leasehold",515000
"One Sulaman","Condominium",1000,3,2,9,1,"Non Bumi Lot","Leasehold",408000
"The Golden Triangle","Condominium",1165,3,2,10,2,"Non Bumi Lot","Freehold",620000
"J.Satine","Service Residence",800,3,2,11,1,"Non Bumi Lot","Leasehold",300000
"{Lakefield KL} Fully Furnished MRT Condo Monthly RM1,600","Condominium",1000,3,2,6,0,"Non Bumi Lot","Leasehold",380000
"Ketumbar Heights","Condominium",755,3,2,8,1,"Non Bumi Lot","Freehold",259999
"Taman Megah Cheras Apartment","Apartment",1080,3,2,0,0,"Non Bumi Lot","Freehold",240000
"Kristal View","Condominium",1049,3,2,0,1,"Bumi Lot","Leasehold",360000
"Garden Park","Condominium",883,3,2,9,1,"Non Bumi Lot","Leasehold",250000
"Batu Kawan New Condominium","Condominium",703,2,2,11,1,"Non Bumi Lot","Freehold",350000
"Flat Dato Ahmad Razali","Flat",519,2,1,3,0,"Bumi Lot","Leasehold",142000
"Luxury Condo at Bayan Lepas, Near to Airport, FTZ","Condominium",1000,3,2,9,2,"Non Bumi Lot","Freehold",410000
"Bayan Lepas New Condominium Near to Airport","Condominium",1000,3,2,9,2,"Non Bumi Lot","Freehold",415000
"Cempaka Apartment","Apartment",950,3,2,4,1,"Non Bumi Lot","Leasehold",230000
"Pangsapuri Seri Pegaga","Apartment",820,3,2,3,2,"Bumi Lot","Freehold",280000
"Nusa Heights","Condominium",573,1,1,0,0,"Non Bumi Lot","Freehold",260000
"Pangsapuri Laksamana","Apartment",650,3,1,1,0,"Bumi Lot","Leasehold",180000
"M3 Residency","Service Residence",925,3,2,9,1,"Bumi Lot","Leasehold",365000
"Taman Paya Terubong","Apartment",860,3,2,0,1,"Non Bumi Lot","Freehold",300000
"PPR Desa Rejang","Flat",650,3,2,0,0,"Non Bumi Lot","Leasehold",170000
"Desa Skudai Apartment","Apartment",1184,3,2,0,0,"Non Bumi Lot","Freehold",338000
"Desa Skudai Apartment","Apartment",1184,3,2,0,0,"Non Bumi Lot","Freehold",330000
"Sunway GRID Residence","Service Residence",541,1,1,14,2,"Non Bumi Lot","Leasehold",366000
"Desa Skudai Apartment","Apartment",1184,3,2,0,0,"Non Bumi Lot","Freehold",338000
"Selangor » Kajang","Condominium",1050,3,2,14,2,"Non Bumi Lot","Freehold",394000
"TriTower Residence @ Johor Bahru Sentral","Condominium",1300,3,3,4,2,"Non Bumi Lot","Freehold",399000
"KSL Residence 2 @ Kangkar Tebrau","Condominium",463,1,1,14,1,"Non Bumi Lot","Leasehold",209000
"Pangsapuri Perdana Villa","Apartment",955,3,2,0,0,"Non Bumi Lot","Freehold",288000
"LSH Sentul","Apartment",950,3,2,12,2,"Non Bumi Lot","Leasehold",450000
"LSH Sentul","Apartment",950,3,2,12,2,"Non Bumi Lot","Leasehold",450000
"Queens Residences @ Queens Waterfront","Condominium",950,2,2,10,2,"Non Bumi Lot","Freehold",1200000
"Queens Residences @ Queens Waterfront","Condominium",950,2,3,12,2,"Non Bumi Lot","Freehold",990000
"Orchis Apartment, Bandar Parklands","Apartment",850,3,2,0,0,"Non Bumi Lot","Freehold",318000
"Asteria","Apartment",850,3,2,2,0,"Non Bumi Lot","Freehold",275000
"Villa Sentosa","Apartment",850,3,2,0,0,"Non Bumi Lot","Freehold",228000
"Opal Residensi","Condominium",1277,3,3,7,3,"Bumi Lot","Leasehold",660000
"Perdana Villa (Klang)","Apartment",1065,3,2,0,0,"Non Bumi Lot","Freehold",245000
"Queens Residences @ Queens Waterfront","Condominium",950,2,2,4,2,"Non Bumi Lot","Freehold",930000
"Austin Suites","Service Residence",906,2,2,8,2,"Non Bumi Lot","Freehold",388000
"Low Cost Apartment Seksyen 7 Shah Alam","Apartment",754,3,2,0,0,"Bumi Lot","Leasehold",270000
"Taman Seri Setia","Apartment",900,3,2,4,1,"Non Bumi Lot","Freehold",330000
"Aspire Residence","Apartment",900,3,2,7,2,"Bumi Lot","Freehold",345000
"One Sulaman","Condominium",1100,3,2,9,1,"Non Bumi Lot","Leasehold",451000
"Lido Four Seasons Residence","Condominium",1000,3,2,5,1,"Non Bumi Lot","Freehold",528000
"LikasVue","Others",884,1,2,9,2,"Non Bumi Lot","Leasehold",607000
"I-Park Apartment","Apartment",650,3,2,5,0,"Non Bumi Lot","Freehold",215000
"Paisley @ Tropicana Metropark, Subang Jaya","Service Residence",914,2,2,6,2,"Non Bumi Lot","Freehold",680000
"USJ One Avenue","Condominium",1346,4,3,6,2,"Bumi Lot","Leasehold",520000
"Desa Green Apartment (Jelutong)","Apartment",700,3,2,1,1,"Non Bumi Lot","Freehold",298000
"Seri Mas (Cheras)","Condominium",1400,3,2,5,0,"Non Bumi Lot","Leasehold",395000
"Maxim Residences","Service Residence",1050,3,2,7,2,"Non Bumi Lot","Leasehold",530000
"Desa Green Serviced Apartment","Service Residence",715,2,2,10,1,"Non Bumi Lot","Freehold",480000
"Melawati Condo","Condominium",1030,3,2,14,2,"Non Bumi Lot","Freehold",470000
"Seri Riana Residence","Condominium",1382,3,2,11,2,"Non Bumi Lot","Leasehold",770000
"Cristal Serin Residence","Condominium",1300,3,2,10,3,"Non Bumi Lot","Freehold",470000
"-","Others",500,2,1,0,0,"Non Bumi Lot","Leasehold",99000
"Century Park","Apartment",700,3,2,2,1,"Non Bumi Lot","Freehold",328000
"Taman Pinggiran Batu Caves Flat","Flat",600,3,1,3,1,"Non Bumi Lot","Leasehold",128000
"LakeFront Residence","Condominium",1010,3,2,8,2,"Bumi Lot","Leasehold",450000
"Pangsapuri Seri Kayan","Apartment",689,3,2,5,1,"Bumi Lot","Freehold",195000
"Residensi Platinum Teratai","Service Residence",928,5,2,0,2,"Non Bumi Lot","Freehold",410000
"Masreca n19eteen (Masreca-19)","Apartment",850,3,2,5,1,"Bumi Lot","Freehold",280000
"Flora Damansara Flat","Apartment",850,3,2,5,1,"Non Bumi Lot","Leasehold",245000
"The Suritz","Condominium",1349,3,2,7,2,"Non Bumi Lot","Leasehold",548000
"Hartamas Height","Condominium",900,3,2,0,1,"Non Bumi Lot","Leasehold",420000
"Akademik Suites @ Austin Heights","Apartment",753,2,1,6,1,"Non Bumi Lot","Freehold",318000
"Residensi Klebang 2","Apartment",1000,3,2,0,1,"Non Bumi Lot","Leasehold",200000
"Sri Mahligai","Condominium",1177,3,3,5,0,"Bumi Lot","Leasehold",450000
"DENGKIL SEPANG INVESTMENT KONDO TEPI KOLEJ JANJI UNTUNG","Condominium",980,3,2,14,1,"Non Bumi Lot","Freehold",299000
"Freehold 3 & 4 Room @ Kota Warisan Sepang【Super Cheap】100% Earn","Condominium",945,3,2,14,2,"Non Bumi Lot","Freehold",319000
"KOTA WARISAN SEPANG FREEHOLD KONDO 3-4 BILIK","Condominium",1000,4,3,14,2,"Non Bumi Lot","Freehold",320000
"Pangsapuri Perai Utama","Apartment",807,3,2,2,1,"Non Bumi Lot","Freehold",210000
"The Wharf Residence","Service Residence",818,2,2,14,1,"Non Bumi Lot","Leasehold",270000
"Cyberia SmartHomes","Condominium",1458,4,3,13,1,"Non Bumi Lot","Freehold",258000
"Desaminium Flora","Apartment",865,3,2,6,1,"Bumi Lot","Leasehold",220000
"Residensi Bistaria","Condominium",850,3,2,6,1,"Bumi Lot","Freehold",300000
"The Palladium","Condominium",1087,3,2,8,0,"Non Bumi Lot","Freehold",500000
"Tuas 2ND LINK Apartment （ FULL LOAN )","Apartment",920,3,2,10,2,"Non Bumi Lot","Freehold",360000
"Platinum Lake PV 21","Service Residence",1040,3,2,7,2,"Non Bumi Lot","Leasehold",430000
"PV 10 Platinum Lake Condominium","Condominium",1272,4,2,12,2,"Non Bumi Lot","Leasehold",480000
"Zen Residence","Condominium",1411,3,2,9,2,"Bumi Lot","Leasehold",479000
"Kemuning Aman","Apartment",736,3,2,4,2,"Non Bumi Lot","Freehold",250000
"Amazing Heights","Apartment",860,3,2,4,1,"Non Bumi Lot","Freehold",240000
"Cassia Resort Condominium","Condominium",2509,5,4,11,2,"Non Bumi Lot","Freehold",790000
"V-Residensi 2","Service Residence",1124,3,3,11,2,"Non Bumi Lot","Freehold",535000
"Platinum Hill PV 3","Condominium",1272,4,2,6,2,"Non Bumi Lot","Freehold",410000
"K Avenue Residential","Service Residence",1250,3,3,13,2,"Non Bumi Lot","Leasehold",835000
"Nusa Heights","Condominium",750,2,2,3,2,"Non Bumi Lot","Freehold",350000
"THE VYBE SOHO","Studio",450,1,1,9,1,"Non Bumi Lot","Freehold",199000
"Flora Rosa","Condominium",1227,3,2,7,2,"Non Bumi Lot","Freehold",596957
"Residensi Setia Impian @ Kajang","Apartment",984,3,2,0,2,"Non Bumi Lot","Freehold",355000
"Scarletz","Service Residence",450,1,1,4,0,"Non Bumi Lot","Leasehold",800000
"Sri Aman Apartment","Apartment",680,3,2,3,2,"Non Bumi Lot","Freehold",315000
"Taman Paya Terubong","Apartment",500,2,1,4,0,"Non Bumi Lot","Freehold",165000
"The Chancellor Condominium","Condominium",1378,3,2,4,0,"Bumi Lot","Leasehold",400000
"Ceria","Apartment",731,3,2,2,0,"Non Bumi Lot","Freehold",220000
"Jelutong Apartment @ Selayang Heights","Apartment",786,3,2,5,1,"Bumi Lot","Leasehold",229000
"Lovell @ Country Garden Danga Bay","Condominium",407,1,1,14,0,"Non Bumi Lot","Freehold",358000
"Prima Setapak Flat","Flat",560,2,1,0,0,"Non Bumi Lot","Leasehold",175000
"Sentul Point Suite Apartment","Condominium",1001,3,2,7,1,"Non Bumi Lot","Freehold",500000
"Taman Kheng Tian","Apartment",700,3,2,6,1,"Non Bumi Lot","Freehold",350000
"Pangsapuri Lotus (Teratai)","Apartment",800,3,2,1,0,"Bumi Lot","Freehold",270000
"Casa Impian","Apartment",700,3,2,6,1,"Non Bumi Lot","Freehold",410000
"Double Storey, Damai Puri, Kepong, Aman Puri","Others",2200,5,4,1,2,"Non Bumi Lot","Freehold",1150000
"The Suites @ Waterside (Straits Quay)","Service Residence",2600,2,3,0,1,"Non Bumi Lot","Freehold",2080000
"Sky View","Service Residence",538,1,1,7,1,"Non Bumi Lot","Freehold",350000
"Jentayu","Flat",530,2,1,1,5,"Non Bumi Lot","Freehold",108000
"d'Brightton","Condominium",1044,3,2,12,2,"Non Bumi Lot","Leasehold",570000
"Casa Desa Condominium","Condominium",1110,3,2,9,2,"Non Bumi Lot","Freehold",570000
"Eco Bloom @ Eco Meadows","Condominium",900,3,2,9,2,"Non Bumi Lot","Freehold",490000
"Bangi","Condominium",1200,4,3,0,2,"Non Bumi Lot","Freehold",290000
"Apartment Sentul","Apartment",1100,3,2,2,0,"Non Bumi Lot","Freehold",290000
"Selangor » Serdang","Condominium",1250,3,2,14,2,"Non Bumi Lot","Freehold",385000
"Arena Residence @ Warisan Puteri","Service Residence",904,3,2,8,2,"Non Bumi Lot","Freehold",352000
"The Landmark","Service Residence",750,1,1,1,1,"Non Bumi Lot","Freehold",690000
"Celesta Residency","Condominium",1766,4,3,9,2,"Non Bumi Lot","Freehold",1009000
"Putrajaya » Putrajaya","Condominium",1000,3,2,14,2,"Non Bumi Lot","Freehold",399000
"Pangsapuri Baiduri Bandar Tasik Kesuma","Flat",700,3,2,0,0,"Bumi Lot","Freehold",100000
"Kelumpuk Pinang","Flat",547,2,1,2,0,"Bumi Lot","Leasehold",195000
"Sandilands @ Jelutong","Condominium",1338,4,3,11,2,"Non Bumi Lot","Freehold",840000
"QuayWest Residence","Condominium",1219,3,2,10,2,"Non Bumi Lot","Freehold",800000
"Sri Awana Townhouse","Apartment",1130,3,2,0,0,"Non Bumi Lot","Freehold",258000
"Revo Aurora Place Bukit Jalil","Service Residence",318,1,1,14,1,"Non Bumi Lot","Freehold",788000
"Casa Prima (Perai)","Apartment",860,3,2,0,1,"Non Bumi Lot","Freehold",298000
"Pangsapuri Seri Pinang (Sungai Puyu)","Apartment",828,3,2,4,1,"Non Bumi Lot","Freehold",200000
"Taman Sungai Batu","Flat",656,3,1,1,0,"Bumi Lot","Freehold",220000
"Taman Terubong Jaya","Flat",500,2,1,0,0,"Non Bumi Lot","Leasehold",105000
"Residensi Bistaria","Condominium",850,3,2,6,1,"Bumi Lot","Freehold",275000
"Sunny Ville Condominium","Condominium",1000,3,2,0,1,"Non Bumi Lot","Freehold",375000
"Idaman Lavender 3","Apartment",750,3,2,4,1,"Non Bumi Lot","Freehold",360000
"Saraka Apartment","Condominium",904,3,2,9,1,"Non Bumi Lot","Freehold",325000
"Seri Emas Apartment","Apartment",1159,3,2,5,0,"Non Bumi Lot","Freehold",350000
"Vista Pinggiran","Apartment",815,3,2,7,1,"Non Bumi Lot","Leasehold",232000
"Cyber Residency","Condominium",560,2,1,3,1,"Non Bumi Lot","Freehold",223880
"Lakefront Condo","Condominium",1043,3,2,14,2,"Non Bumi Lot","Freehold",400000
"LakeFront Residence","Condominium",1002,3,2,0,2,"Non Bumi Lot","Leasehold",348000
"Kiara Court","Apartment",929,3,2,9,2,"Bumi Lot","Freehold",315000
"Damai Vista Apartment","Apartment",700,3,2,2,1,"Non Bumi Lot","Freehold",380000
"Gugusan Seroja","Flat",650,3,2,12,0,"Bumi Lot","Leasehold",160000
"i-Zen @ Kiara 1","Condominium",913,2,2,8,2,"Non Bumi Lot","Freehold",630000
"Chendana","Apartment",871,3,2,0,0,"Non Bumi Lot","Freehold",190000
"Impian Heights","Condominium",2293,5,4,14,2,"Non Bumi Lot","Freehold",548000
"Bandar Baru Permas Jaya","Flat",850,3,2,4,0,"Non Bumi Lot","Freehold",198000
"The Netizen @ Bandar Tun Hussein Onn","Apartment",969,3,2,11,2,"Non Bumi Lot","Freehold",505000
"Arte S","Service Residence",700,2,2,9,1,"Non Bumi Lot","Freehold",500000
"Apartment Tanjung Merdeka Villa","Flat",675,3,2,4,0,"Non Bumi Lot","Leasehold",218000
"Selangor » Seri Kembangan","Condominium",1080,3,2,14,2,"Non Bumi Lot","Freehold",390000
"Zen 66 Apartment","Apartment",875,2,2,9,0,"Non Bumi Lot","Leasehold",428000
"Rumah Pangsa Gentam","Flat",678,3,2,2,0,"Bumi Lot","Freehold",79000
"Golden Villa","Apartment",818,3,2,8,1,"Non Bumi Lot","Freehold",180000
"Country Heights","Apartment",686,2,2,6,1,"Non Bumi Lot","Leasehold",268000
"One Borneo","Condominium",900,2,2,0,1,"Non Bumi Lot","Leasehold",318000
"Grace Garden","Condominium",950,2,2,4,1,"Non Bumi Lot","Leasehold",560000
"Serini Melawati","Service Residence",1035,3,2,8,3,"Non Bumi Lot","Freehold",700000
"Pangsapuri Laksamana (Batu Caves)","Apartment",650,3,2,4,1,"Non Bumi Lot","Leasehold",128000
"Pangsapuri Randa","Apartment",715,3,2,0,0,"Non Bumi Lot","Freehold",295000
"Presint 11 Apartment","Apartment",1054,3,2,8,0,"Bumi Lot","Freehold",365000
"Grace Garden","Condominium",1403,4,3,4,0,"Non Bumi Lot","Leasehold",830000
"Tunas Residensi @ Nada Bidara","Apartment",930,3,2,6,2,"Non Bumi Lot","Freehold",275000
"Riverine Emerald","Condominium",1550,3,2,8,1,"Non Bumi Lot","Leasehold",600000
"i-Soho @ i-City","Apartment",800,2,2,8,0,"Non Bumi Lot","Freehold",460000
"Taman Pinggiran Putra","Apartment",1098,3,2,7,0,"Non Bumi Lot","Leasehold",99000
"Dahlia (Seremban)","Flat",642,3,2,0,0,"Non Bumi Lot","Leasehold",95000
"Regency Park","Apartment",615,2,1,0,0,"Non Bumi Lot","Freehold",270000
"Swiss-Garden Resort Residences, Kuantan","Condominium",500,1,1,10,1,"Non Bumi Lot","Freehold",450000
"Skycube Residence","Condominium",1271,4,2,0,2,"Non Bumi Lot","Freehold",660000
"Boulevard Serviced Apartment","Service Residence",1010,3,2,11,1,"Bumi Lot","Freehold",488888
"1 Desa Residence","Condominium",4500,10,3,0,2,"Non Bumi Lot","Freehold",3499999
"PD Tiara Bay","Apartment",550,2,2,4,0,"Bumi Lot","Freehold",98000
"E Park Residence","Condominium",1200,2,3,8,0,"Non Bumi Lot","Freehold",558000
"Taman Bukit Ria (Kajang)","Flat",676,3,1,3,0,"Non Bumi Lot","Freehold",150000
"Dwiputra Residences","Apartment",950,3,2,8,2,"Non Bumi Lot","Freehold",460000
"Taman Segar Indah","Flat",700,3,2,2,0,"Non Bumi Lot","Freehold",250000
"Desa Mawar","Apartment",650,2,2,6,0,"Bumi Lot","Leasehold",155000
"Taman Pasir Putih Phase 3C","Flat",600,3,2,0,0,"Non Bumi Lot","Leasehold",175000
"OHako","Service Residence",1002,3,2,10,2,"Non Bumi Lot","Freehold",550000
"Apartment Saujana Damansara Damai","Apartment",750,3,2,8,1,"Non Bumi Lot","Leasehold",270000
"Amber Cove","Service Residence",715,2,2,9,0,"Non Bumi Lot","Leasehold",365000
"Taman Tun Teja","Flat",800,3,2,3,0,"Non Bumi Lot","Leasehold",245000
"Simfoni @ Eco Majestic","Apartment",750,3,2,7,1,"Non Bumi Lot","Freehold",198000
"Serin Residency","Condominium",1151,3,2,10,2,"Non Bumi Lot","Freehold",425000
"Country Heights","Apartment",455,2,1,5,0,"Bumi Lot","Leasehold",140000
"Ria @ Amaniah Mulia","Apartment",1936,3,2,7,3,"Non Bumi Lot","Leasehold",470000
"Parc Regency Serviced Apartment","Service Residence",1010,2,2,14,2,"Non Bumi Lot","Freehold",396000
"Regency Park","Apartment",615,2,1,0,0,"Non Bumi Lot","Freehold",270000
"Swiss-Garden Resort Residences, Kuantan","Condominium",500,1,1,10,1,"Non Bumi Lot","Freehold",450000
"Skycube Residence","Condominium",1271,4,2,0,2,"Non Bumi Lot","Freehold",660000
"Boulevard Serviced Apartment","Service Residence",1010,3,2,11,1,"Bumi Lot","Freehold",488888
"1 Desa Residence","Condominium",4500,10,3,0,2,"Non Bumi Lot","Freehold",3499999
"PD Tiara Bay","Apartment",550,2,2,4,0,"Bumi Lot","Freehold",98000
"E Park Residence","Condominium",1200,2,3,8,0,"Non Bumi Lot","Freehold",558000
"Taman Bukit Ria (Kajang)","Flat",676,3,1,3,0,"Non Bumi Lot","Freehold",150000
"Dwiputra Residences","Apartment",950,3,2,8,2,"Non Bumi Lot","Freehold",460000
"Taman Segar Indah","Flat",700,3,2,2,0,"Non Bumi Lot","Freehold",250000
"Desa Mawar","Apartment",650,2,2,6,0,"Bumi Lot","Leasehold",155000
"Taman Pasir Putih Phase 3C","Flat",600,3,2,0,0,"Non Bumi Lot","Leasehold",175000
"OHako","Service Residence",1002,3,2,10,2,"Non Bumi Lot","Freehold",550000
"Apartment Saujana Damansara Damai","Apartment",750,3,2,8,1,"Non Bumi Lot","Leasehold",270000
"Amber Cove","Service Residence",715,2,2,9,0,"Non Bumi Lot","Leasehold",365000
"Taman Tun Teja","Flat",800,3,2,3,0,"Non Bumi Lot","Leasehold",245000
"Simfoni @ Eco Majestic","Apartment",750,3,2,7,1,"Non Bumi Lot","Freehold",198000
"Serin Residency","Condominium",1151,3,2,10,2,"Non Bumi Lot","Freehold",425000
"Country Heights","Apartment",455,2,1,5,0,"Bumi Lot","Leasehold",140000
"Ria @ Amaniah Mulia","Apartment",1936,3,2,7,3,"Non Bumi Lot","Leasehold",470000
"Parc Regency Serviced Apartment","Service Residence",1010,2,2,14,2,"Non Bumi Lot","Freehold",396000
"Residensi Bistaria","Condominium",850,4,2,8,1,"Bumi Lot","Freehold",260000
"Spring Ville","Service Residence",754,3,2,5,1,"Bumi Lot","Leasehold",230000
"Mentari Court","Apartment",800,3,2,8,1,"Non Bumi Lot","Leasehold",260000
"Aliran Damai Apartments","Apartment",860,3,2,7,1,"Non Bumi Lot","Freehold",315000
"Flat Bukit Indah","Flat",750,3,2,1,0,"Non Bumi Lot","Freehold",185000
"Kiara 1888","Condominium",2723,5,6,9,2,"Non Bumi Lot","Freehold",1520000
"Tamara","Condominium",1200,3,2,2,2,"Non Bumi Lot","Freehold",600000
"EkoCheras Service Apartment","Service Residence",1200,3,2,11,0,"Non Bumi Lot","Freehold",660000
"Kesturi Apartment (Taman Tasik Jaya)","Apartment",660,3,2,2,0,"Bumi Lot","Freehold",120000
"Selangor » Seri Kembangan","Condominium",1050,3,2,14,2,"Non Bumi Lot","Freehold",390000
"Permai Jaya Apartment","Apartment",650,3,2,3,1,"Non Bumi Lot","Freehold",285000
"Selangor » Seri Kembangan","Condominium",1100,3,2,14,2,"Non Bumi Lot","Freehold",395000
"Dwiputra Residences","Condominium",950,3,2,5,2,"Bumi Lot","Freehold",420000
"Alami Residensi","Service Residence",1080,3,2,7,2,"Non Bumi Lot","Leasehold",582000
"One Sentral Serviced Residence Nusajaya","Service Residence",740,2,2,7,1,"Non Bumi Lot","Freehold",355000
"Taman Anggerik Villa","Apartment",1063,3,2,5,0,"Non Bumi Lot","Freehold",220000
"Julita Apartment","Apartment",700,3,2,4,1,"Non Bumi Lot","Freehold",248000
"Mutiara Heights","Apartment",800,3,2,7,1,"Non Bumi Lot","Leasehold",328000
"Damansara Foresta","Condominium",1493,3,3,9,2,"Non Bumi Lot","Freehold",680000
"Solstice @ Pan'gaea","Condominium",450,1,1,14,1,"Bumi Lot","Freehold",199000
"Perdana Puri","Condominium",940,3,2,14,2,"Non Bumi Lot","Freehold",380000
"Putatan Platinum Apartment","Apartment",850,3,2,8,1,"Non Bumi Lot","Leasehold",265000
"Alami Residensi","Condominium",1080,3,2,3,2,"Bumi Lot","Leasehold",460000
"Parc Regency Serviced Apartment","Service Residence",1010,2,2,14,2,"Non Bumi Lot","Freehold",396000
"Ashton Tower","Service Residence",870,3,2,9,0,"Non Bumi Lot","Leasehold",420000
"-","Condominium",1001,3,2,6,1,"Bumi Lot","Leasehold",400000
"Taman Kheng Tian","Apartment",700,3,2,6,0,"Non Bumi Lot","Freehold",360000
"The Light Collection IV","Condominium",5619,4,5,13,4,"Non Bumi Lot","Freehold",4000000
"The Sky Executive Suites @ Bukit Indah","Service Residence",1168,3,2,14,0,"Non Bumi Lot","Freehold",470000
"The Light Collection III","Condominium",3735,4,5,13,3,"Non Bumi Lot","Freehold",3100000
"Arte Mont Kiara","Service Residence",812,2,2,14,2,"Non Bumi Lot","Freehold",900000
"D'Ambience","Service Residence",513,1,1,13,1,"Non Bumi Lot","Freehold",280000
"Palazio","Studio",484,1,1,9,0,"Non Bumi Lot","Freehold",240000
"Flat Taman Ungku Tun Aminah","Apartment",494,2,1,2,0,"Non Bumi Lot","Freehold",158000
"Dwiputra Residences","Condominium",1200,4,3,5,2,"Non Bumi Lot","Freehold",500000
"Putra Indah Apartment","Apartment",864,4,2,3,1,"Bumi Lot","Leasehold",210000
"Dwiputra Residences","Condominium",950,3,2,5,2,"Bumi Lot","Freehold",410000
"Sky88 Residences","Condominium",914,3,2,8,1,"Bumi Lot","Leasehold",467000
"Jentayu Residency","Service Residence",1098,3,2,0,0,"Non Bumi Lot","Freehold",368000
"Dwiputra Residences","Condominium",950,2,3,5,2,"Non Bumi Lot","Freehold",410000
"Mutiara Court","Apartment",650,3,2,3,1,"Non Bumi Lot","Leasehold",160000
"Bangi Idaman Apartment","Apartment",860,3,2,5,0,"Bumi Lot","Leasehold",280000
"Anggerik Villa 2 Apartment","Apartment",1148,3,2,5,1,"Non Bumi Lot","Freehold",320000
"Neu Suites","Service Residence",430,2,2,1,0,"Non Bumi Lot","Freehold",370000
"Lite View Park","Apartment",1097,3,2,4,0,"Non Bumi Lot","Leasehold",320000
"The Oasis","Condominium",1069,3,2,8,1,"Non Bumi Lot","Leasehold",560000
"The Oasis","Condominium",1116,3,2,7,1,"Non Bumi Lot","Leasehold",550000
"The Oasis","Condominium",1052,3,2,7,1,"Non Bumi Lot","Leasehold",560000
"Pearl Tower","Condominium",1349,4,2,6,1,"Non Bumi Lot","Leasehold",600000
"Putatan Platinum Apartment","Apartment",850,3,2,8,1,"Non Bumi Lot","Leasehold",255000
"Halaman Kristal","Apartment",1100,3,2,0,2,"Non Bumi Lot","Freehold",510000
